1,9,10,3,7,8
1,9,10,7,3,8
1,9,10,7,8,3
1,10,7,8,9,3
1,10,7,8,3,9
1,10,7,9,8,3
1,10,7,9,3,8
1,10,7,3,9,8
1,10,7,3,8,9
1,10,8,7,9,3
1,10,8,7,3,9
1,10,8,9,7,3
1,10,8,9,3,7
1,10,8,3,9,7
1,10,8,3,7,9
1,10,9,8,7,3
1,10,9,8,3,7
1,10,9,7,8,3
1,10,9,7,3,8
1,10,9,3,7,8
1,10,9,3,8,7
1,10,3,8,9,7
1,10,3,8,7,9
1,10,3,9,8,7
1,10,3,9,7,8
1,10,3,7,9,8
1,10,3,7,8,9
3,1,7,8,9,10
3,1,7,8,10,9
3,1,7,9,8,10
3,1,7,9,10,8
3,1,7,10,9,8
3,1,7,10,8,9
3,1,8,7,9,10
3,1,8,7,10,9
3,1,8,9,7,10
3,1,8,9,10,7
3,1,8,10,9,7
3,1,8,10,7,9
3,1,9,8,7,10
3,1,9,8,10,7
3,1,9,7,8,10
3,1,9,7,10,8
3,1,9,10,7,8
3,1,9,10,8,7
3,1,10,8,9,7
3,1,10,8,7,9
3,1,10,9,8,7
3,1,10,9,7,8
3,1,10,7,9,8
3,1,10,7,8,9
3,7,1,8,9,10
3,7,1,8,10,9
3,7,1,9,8,10
3,7,1,9,10,8
3,7,1,10,9,8
3,7,1,10,8,9
3,7,8,1,9,10
3,7,8,1,10,9
3,7,8,9,1,10
3,7,8,9,10,1
3,7,8,10,9,1
3,7,8,10,1,9
3,7,9,8,1,10
3,7,9,8,10,1
3,7,9,1,8,10
3,7,9,1,10,8
3,7,9,10,1,8
3,7,9,10,8,1
3,7,10,8,9,1
3,7,10,8,1,9
3,7,10,9,8,1
3,7,10,9,1,8
3,7,10,1,9,8
3,7,10,1,8,9
3,8,7,1,9,10
3,8,7,1,10,9
3,8,7,9,1,10
3,8,7,9,10,1
3,8,7,10,9,1
3,8,7,10,1,9
3,8,1,7,9,10
3,8,1,7,10,9
3,8,1,9,7,10
3,8,1,9,10,7
3,8,1,10,9,7
3,8,1,10,7,9
3,8,9,1,7,10
3,8,9,1,10,7
3,8,9,7,1,10
3,8,9,7,10,1
3,8,9,10,7,1
3,8,9,10,1,7
3,8,10,1,9,7
3,8,10,1,7,9
3,8,10,9,1,7
3,8,10,9,7,1
3,8,10,7,9,1
3,8,10,7,1,9
3,9,7,8,1,10
3,9,7,8,10,1
3,9,7,1,8,10
3,9,7,1,10,8
3,9,7,10,1,8
3,9,7,10,8,1
3,9,8,7,1,10
3,9,8,7,10,1
3,9,8,1,7,10
3,9,8,1,10,7
3,9,8,10,1,7
3,9,8,10,7,1
3,9,1,8,7,10
3,9,1,8,10,7
3,9,1,7,8,10
3,9,1,7,10,8
3,9,1,10,7,8
3,9,1,10,8,7
3,9,10,8,1,7
3,9,10,8,7,1
3,9,10,1,8,7
3,9,10,1,7,8
3,9,10,7,1,8
3,9,10,7,8,1
3,10,7,8,9,1
3,10,7,8,1,9
3,10,7,9,8,1
3,10,7,9,1,8
3,10,7,1,9,8
3,10,7,1,8,9
3,10,8,7,9,1
3,10,8,7,1,9
3,10,8,9,7,1
3,10,8,9,1,7
3,10,8,1,9,7
3,10,8,1,7,9
3,10,9,8,7,1
3,10,9,8,1,7
3,10,9,7,8,1
3,10,9,7,1,8
3,10,9,1,7,8
3,10,9,1,8,7
3,10,1,8,9,7
3,10,1,8,7,9
3,10,1,9,8,7
3,10,1,9,7,8
3,10,1,7,9,8
3,10,1,7,8,9
7,3,1,8,9,10
7,3,1,8,10,9
7,3,1,9,8,10
7,3,1,9,10,8
7,3,1,10,9,8
7,3,1,10,8,9
7,3,8,1,9,10
7,3,8,1,10,9
7,3,8,9,1,10
7,3,8,9,10,1
7,3,8,10,9,1
7,3,8,10,1,9
7,3,9,8,1,10
7,3,9,8,10,1
7,3,9,1,8,10
7,3,9,1,10,8
7,3,9,10,1,8
7,3,9,10,8,1
7,3,10,8,9,1
7,3,10,8,1,9
7,3,10,9,8,1
7,3,10,9,1,8
7,3,10,1,9,8
7,3,10,1,8,9
7,1,3,8,9,10
7,1,3,8,10,9
7,1,3,9,8,10
7,1,3,9,10,8
7,1,3,10,9,8
7,1,3,10,8,9
7,1,8,3,9,10
7,1,8,3,10,9
7,1,8,9,3,10
7,1,8,9,10,3
7,1,8,10,9,3
7,1,8,10,3,9
7,1,9,8,3,10
7,1,9,8,10,3
7,1,9,3,8,10
7,1,9,3,10,8
7,1,9,10,3,8
7,1,9,10,8,3
7,1,10,8,9,3
7,1,10,8,3,9
7,1,10,9,8,3
7,1,10,9,3,8
7,1,10,3,9,8
7,1,10,3,8,9
7,8,1,3,9,10
7,8,1,3,10,9
7,8,1,9,3,10
7,8,1,9,10,3
7,8,1,10,9,3
7,8,1,10,3,9
7,8,3,1,9,10
7,8,3,1,10,9
7,8,3,9,1,10
7,8,3,9,10,1
7,8,3,10,9,1
7,8,3,10,1,9
7,8,9,3,1,10
7,8,9,3,10,1
7,8,9,1,3,10
7,8,9,1,10,3
7,8,9,10,1,3
7,8,9,10,3,1
7,8,10,3,9,1
7,8,10,3,1,9
7,8,10,9,3,1
7,8,10,9,1,3
7,8,10,1,9,3
7,8,10,1,3,9
7,9,1,8,3,10
7,9,1,8,10,3
7,9,1,3,8,10
7,9,1,3,10,8
7,9,1,10,3,8
7,9,1,10,8,3
7,9,8,1,3,10
7,9,8,1,10,3
7,9,8,3,1,10
7,9,8,3,10,1
7,9,8,10,3,1
7,9,8,10,1,3
7,9,3,8,1,10
7,9,3,8,10,1
7,9,3,1,8,10
7,9,3,1,10,8
7,9,3,10,1,8
7,9,3,10,8,1
7,9,10,8,3,1
7,9,10,8,1,3
7,9,10,3,8,1
7,9,10,3,1,8
7,9,10,1,3,8
7,9,10,1,8,3
7,10,1,8,9,3
7,10,1,8,3,9
7,10,1,9,8,3
7,10,1,9,3,8
7,10,1,3,9,8
7,10,1,3,8,9
7,10,8,1,9,3
7,10,8,1,3,9
7,10,8,9,1,3
7,10,8,9,3,1
7,10,8,3,9,1
7,10,8,3,1,9
7,10,9,8,1,3
7,10,9,8,3,1
7,10,9,1,8,3
7,10,9,1,3,8
7,10,9,3,1,8
7,10,9,3,8,1
7,10,3,8,9,1
7,10,3,8,1,9
7,10,3,9,8,1
7,10,3,9,1,8
7,10,3,1,9,8
7,10,3,1,8,9
8,3,7,1,9,10
8,3,7,1,10,9
8,3,7,9,1,10
8,3,7,9,10,1
8,3,7,10,9,1
8,3,7,10,1,9
8,3,1,7,9,10
8,3,1,7,10,9
8,3,1,9,7,10
8,3,1,9,10,7
8,3,1,10,9,7
8,3,1,10,7,9
8,3,9,1,7,10
8,3,9,1,10,7
8,3,9,7,1,10
8,3,9,7,10,1
8,3,9,10,7,1
8,3,9,10,1,7
8,3,10,1,9,7
8,3,10,1,7,9
8,3,10,9,1,7
8,3,10,9,7,1
8,3,10,7,9,1
8,3,10,7,1,9
8,7,3,1,9,10
8,7,3,1,10,9
8,7,3,9,1,10
8,7,3,9,10,1
8,7,3,10,9,1
8,7,3,10,1,9
8,7,1,3,9,10
8,7,1,3,10,9
8,7,1,9,3,10
8,7,1,9,10,3
8,7,1,10,9,3
8,7,1,10,3,9
8,7,9,1,3,10
8,7,9,1,10,3
8,7,9,3,1,10
8,7,9,3,10,1
8,7,9,10,3,1
8,7,9,10,1,3
8,7,10,1,9,3
8,7,10,1,3,9
8,7,10,9,1,3
8,7,10,9,3,1
8,7,10,3,9,1
8,7,10,3,1,9
8,1,7,3,9,10
8,1,7,3,10,9
8,1,7,9,3,10
8,1,7,9,10,3
8,1,7,10,9,3
8,1,7,10,3,9
8,1,3,7,9,10
8,1,3,7,10,9
8,1,3,9,7,10
8,1,3,9,10,7
8,1,3,10,9,7
8,1,3,10,7,9
8,1,9,3,7,10
8,1,9,3,10,7
8,1,9,7,3,10
8,1,9,7,10,3
8,1,9,10,7,3
8,1,9,10,3,7
8,1,10,3,9,7
8,1,10,3,7,9
8,1,10,9,3,7
8,1,10,9,7,3
8,1,10,7,9,3
8,1,10,7,3,9
8,9,7,1,3,10
8,9,7,1,10,3
8,9,7,3,1,10
8,9,7,3,10,1
8,9,7,10,3,1
8,9,7,10,1,3
8,9,1,7,3,10
8,9,1,7,10,3
8,9,1,3,7,10
8,9,1,3,10,7
8,9,1,10,3,7
8,9,1,10,7,3
8,9,3,1,7,10
8,9,3,1,10,7
8,9,3,7,1,10
8,9,3,7,10,1
8,9,3,10,7,1
8,9,3,10,1,7
8,9,10,1,3,7
8,9,10,1,7,3
8,9,10,3,1,7
8,9,10,3,7,1
8,9,10,7,3,1
8,9,10,7,1,3
8,10,7,1,9,3
8,10,7,1,3,9
8,10,7,9,1,3
8,10,7,9,3,1
8,10,7,3,9,1
8,10,7,3,1,9
8,10,1,7,9,3
8,10,1,7,3,9
8,10,1,9,7,3
8,10,1,9,3,7
8,10,1,3,9,7
8,10,1,3,7,9
8,10,9,1,7,3
8,10,9,1,3,7
8,10,9,7,1,3
8,10,9,7,3,1
8,10,9,3,7,1
8,10,9,3,1,7
8,10,3,1,9,7
8,10,3,1,7,9
8,10,3,9,1,7
8,10,3,9,7,1
8,10,3,7,9,1
8,10,3,7,1,9
9,3,7,8,1,10
9,3,7,8,10,1
9,3,7,1,8,10
9,3,7,1,10,8
9,3,7,10,1,8
9,3,7,10,8,1
9,3,8,7,1,10
9,3,8,7,10,1
9,3,8,1,7,10
9,3,8,1,10,7
9,3,8,10,1,7
9,3,8,10,7,1
9,3,1,8,7,10
9,3,1,8,10,7
9,3,1,7,8,10
9,3,1,7,10,8
9,3,1,10,7,8
9,3,1,10,8,7
9,3,10,8,1,7
9,3,10,8,7,1
9,3,10,1,8,7
9,3,10,1,7,8
9,3,10,7,1,8
9,3,10,7,8,1
9,7,3,8,1,10
9,7,3,8,10,1
9,7,3,1,8,10
9,7,3,1,10,8
9,7,3,10,1,8
9,7,3,10,8,1
9,7,8,3,1,10
9,7,8,3,10,1
9,7,8,1,3,10
9,7,8,1,10,3
9,7,8,10,1,3
9,7,8,10,3,1
9,7,1,8,3,10
9,7,1,8,10,3
9,7,1,3,8,10
9,7,1,3,10,8
9,7,1,10,3,8
9,7,1,10,8,3
9,7,10,8,1,3
9,7,10,8,3,1
9,7,10,1,8,3
9,7,10,1,3,8
9,7,10,3,1,8
9,7,10,3,8,1
9,8,7,3,1,10
9,8,7,3,10,1
9,8,7,1,3,10
9,8,7,1,10,3
9,8,7,10,1,3
9,8,7,10,3,1
9,8,3,7,1,10
9,8,3,7,10,1
9,8,3,1,7,10
9,8,3,1,10,7
9,8,3,10,1,7
9,8,3,10,7,1
9,8,1,3,7,10
9,8,1,3,10,7
9,8,1,7,3,10
9,8,1,7,10,3
9,8,1,10,7,3
9,8,1,10,3,7
9,8,10,3,1,7
9,8,10,3,7,1
9,8,10,1,3,7
9,8,10,1,7,3
9,8,10,7,1,3
9,8,10,7,3,1
9,1,7,8,3,10
9,1,7,8,10,3
9,1,7,3,8,10
9,1,7,3,10,8
9,1,7,10,3,8
9,1,7,10,8,3
9,1,8,7,3,10
9,1,8,7,10,3
9,1,8,3,7,10
9,1,8,3,10,7
9,1,8,10,3,7
9,1,8,10,7,3
9,1,3,8,7,10
9,1,3,8,10,7
9,1,3,7,8,10
9,1,3,7,10,8
9,1,3,10,7,8
9,1,3,10,8,7
9,1,10,8,3,7
9,1,10,8,7,3
9,1,10,3,8,7
9,1,10,3,7,8
9,1,10,7,3,8
9,1,10,7,8,3
9,10,7,8,1,3
9,10,7,8,3,1
9,10,7,1,8,3
9,10,7,1,3,8
9,10,7,3,1,8
9,10,7,3,8,1
9,10,8,7,1,3
9,10,8,7,3,1
9,10,8,1,7,3
9,10,8,1,3,7
9,10,8,3,1,7
9,10,8,3,7,1
9,10,1,8,7,3
9,10,1,8,3,7
9,10,1,7,8,3
9,10,1,7,3,8
9,10,1,3,7,8
9,10,1,3,8,7
9,10,3,8,1,7
9,10,3,8,7,1
9,10,3,1,8,7
9,10,3,1,7,8
9,10,3,7,1,8
9,10,3,7,8,1
10,3,7,8,9,1
10,3,7,8,1,9
10,3,7,9,8,1
10,3,7,9,1,8
10,3,7,1,9,8
10,3,7,1,8,9
10,3,8,7,9,1
10,3,8,7,1,9
10,3,8,9,7,1
10,3,8,9,1,7
10,3,8,1,9,7
10,3,8,1,7,9
10,3,9,8,7,1
10,3,9,8,1,7
10,3,9,7,8,1
10,3,9,7,1,8
10,3,9,1,7,8
10,3,9,1,8,7
10,3,1,8,9,7
10,3,1,8,7,9
10,3,1,9,8,7
10,3,1,9,7,8
10,3,1,7,9,8
10,3,1,7,8,9
10,7,3,8,9,1
10,7,3,8,1,9
10,7,3,9,8,1
10,7,3,9,1,8
10,7,3,1,9,8
10,7,3,1,8,9
10,7,8,3,9,1
10,7,8,3,1,9
10,7,8,9,3,1
10,7,8,9,1,3
10,7,8,1,9,3
10,7,8,1,3,9
10,7,9,8,3,1
10,7,9,8,1,3
10,7,9,3,8,1
10,7,9,3,1,8
10,7,9,1,3,8
10,7,9,1,8,3
10,7,1,8,9,3
10,7,1,8,3,9
10,7,1,9,8,3
10,7,1,9,3,8
10,7,1,3,9,8
10,7,1,3,8,9
10,8,7,3,9,1
10,8,7,3,1,9
10,8,7,9,3,1
10,8,7,9,1,3
10,8,7,1,9,3
10,8,7,1,3,9
10,8,3,7,9,1
10,8,3,7,1,9
10,8,3,9,7,1
10,8,3,9,1,7
10,8,3,1,9,7
10,8,3,1,7,9
10,8,9,3,7,1
10,8,9,3,1,7
10,8,9,7,3,1
10,8,9,7,1,3
10,8,9,1,7,3
10,8,9,1,3,7
10,8,1,3,9,7
10,8,1,3,7,9
10,8,1,9,3,7
10,8,1,9,7,3
10,8,1,7,9,3
10,8,1,7,3,9
10,9,7,8,3,1
10,9,7,8,1,3
10,9,7,3,8,1
10,9,7,3,1,8
10,9,7,1,3,8
10,9,7,1,8,3
10,9,8,7,3,1
10,9,8,7,1,3
10,9,8,3,7,1
10,9,8,3,1,7
10,9,8,1,3,7
10,9,8,1,7,3
10,9,3,8,7,1
10,9,3,8,1,7
10,9,3,7,8,1
10,9,3,7,1,8
10,9,3,1,7,8
10,9,3,1,8,7
10,9,1,8,3,7
10,9,1,8,7,3
10,9,1,3,8,7
10,9,1,3,7,8
10,9,1,7,3,8
10,9,1,7,8,3
10,1,7,8,9,3
10,1,7,8,3,9
10,1,7,9,8,3
10,1,7,9,3,8
10,1,7,3,9,8
10,1,7,3,8,9
10,1,8,7,9,3
10,1,8,7,3,9
10,1,8,9,7,3
10,1,8,9,3,7
10,1,8,3,9,7
10,1,8,3,7,9
10,1,9,8,7,3
10,1,9,8,3,7
10,1,9,7,8,3
10,1,9,7,3,8
10,1,9,3,7,8
10,1,9,3,8,7
10,1,3,8,9,7
10,1,3,8,7,9
10,1,3,9,8,7
10,1,3,9,7,8
10,1,3,7,9,8
10,1,3,7,8,9
